# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chrX	20193281	20194470	-	hsa_circ_0090043	1189	228	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004586	RPS6KA3	Salzman2013
chr2	42513408	42531691	+	hsa_circ_0054243	18283	956	Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_019063	EML4	Salzman2013
chr10	74881932	74886585	+	hsa_circ_0018775	4653	635	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015901	NUDT13	Salzman2013
chr1	40530145	40538321	+	hsa_circ_0011876	8176	2106	Nhek, K562, H1hesc, Ag04450	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_006367	CAP1	Salzman2013
chr7	128488846	128489258	+	hsa_circ_0082219	412	214	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001458	FLNC	Salzman2013
chr15	40462262	40477843	+	hsa_circ_0034562	15581	879	K562, Hepg2, H1hesc, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001211	BUB1B	Salzman2013
chr10	73921295	73963282	-	hsa_circ_0018734	41987	414	K562, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001198799	ASCC1	Salzman2013
chr16	396147	397106	-	hsa_circ_0005838	959	959	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, H1hesc, Gm12878	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_003502	AXIN1	Jeck2013, Salzman2013
chr17	27002418	27005210	+	hsa_circ_0042659	2792	578	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003170	SUPT6H	Salzman2013
chr14	50244895	50249856	+	hsa_circ_0031795	4961	939	Nhek	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_014315	KLHDC2	Salzman2013
chr2	231944854	231951895	+	hsa_circ_0058637	7041	644	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002807	PSMD1	Salzman2013
chr2	11321777	11484711	-	hsa_circ_0052644	162934	6401	Hsmm	Simple_repeat, SINE	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_004850	ROCK2	Salzman2013
chr20	2967410	2998559	+	hsa_circ_0059247	31149	599	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002836	PTPRA	Salzman2013
chr11	118370017	118372572	+	hsa_circ_0024464	2555	544	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001197104	MLL	Salzman2013
chr1	245018859	245019265	-	hsa_circ_0000200	406	111	HEK293, cd_19	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_031844	HNRNPU	Memczak2013
chr8	48809720	48866279	-	hsa_circ_0084410	56559	2977	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006904	PRKDC	Salzman2013
chr1	203672779	203691817	+	hsa_circ_0002815	19038	2087	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001001396	ATP2B4	Jeck2013
chr7	75048602	75052486	-	hsa_circ_0080685	3884	1818	Hsmm	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001099415	POM121C	Salzman2013
chr2	201994451	202014558	+	hsa_circ_0002860	20107	930	Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001127183	CFLAR	Jeck2013
chr1	17733250	17748787	-	hsa_circ_0010190	15537	3249	H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_018715	RCC2	Salzman2013
chr17	65184434	65241319	-	hsa_circ_0045412	56885	1349	A549	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_014877	HELZ	Salzman2013
chr1	155235650	155239507	-	hsa_circ_0014529	3857	760	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003993	CLK2	Salzman2013
chr17	27778472	27861318	+	hsa_circ_0042757	82846	2638	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_020791	TAOK1	Salzman2013
chr20	472897	478424	-	hsa_circ_0059166	5527	255	Huvec, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_177559	CSNK2A1	Salzman2013
chr6	116430930	116544294	+	hsa_circ_0077694	113364	1627	Gm12878	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON	NM_152729	NT5DC1	Salzman2013
chr12	2975558	2977920	-	hsa_circ_0025039	2362	321	K562, Hepg2, Gm12878, Bj, Nhlf, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_202002	FOXM1	Salzman2013
chr8	113256622	113599464	-	hsa_circ_0085338	342842	6687	Nhek, Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_198123	CSMD3	Salzman2013
chr19	41744374	41749612	+	hsa_circ_0051176	5238	543	Ag04450, Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_021913	AXL	Salzman2013
chr18	67741141	67760040	-	hsa_circ_0047928	18899	750	Gm12878, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_173630	RTTN	Salzman2013
chr16	46702841	46710604	-	hsa_circ_0039202	7763	843	Huvec, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018206	VPS35	Salzman2013
chr3	185638891	185641772	-	hsa_circ_0006248	2881	389	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004593	TRA2B	Jeck2013, Salzman2013
chr1	24120713	24122029	+	hsa_circ_0010897	1316	1134	K562, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_007260	LYPLA2	Salzman2013
chr12	51390599	51399219	-	hsa_circ_0026292	8620	648	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001174129	SLC11A2	Salzman2013
chr2	40402400	40657444	-	hsa_circ_0054228	255044	1960	Bj	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_021097	SLC8A1	Salzman2013
chr10	135098588	135106742	-	hsa_circ_0020564	8154	1200	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006659	TUBGCP2	Salzman2013
chr6_mcf_hap5	2492151	2500271	-	hsa_circ_0078934	8120	8120	K562	NA	INTERGENIC	None	None	Salzman2013
chr10	76213950	76285184	+	hsa_circ_0000249	71234	71234	cd_34	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	NM_006721	ADK	Memczak2013
chr1	168007608	168014465	+	hsa_circ_0000155	6857	649	cd_19, K562, Hsmm, Helas3, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL	NM_001017977	DCAF6	Memczak2013, Salzman2013
chr3	33623312	33686395	-	hsa_circ_0064770	63083	1635	K562, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015097	CLASP2	Salzman2013
chr8	102211422	102213971	-	hsa_circ_0002210	2549	290	Hs68_RNase, Hs68_control	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3, UTR5	NM_001042510	ZNF706	Jeck2013
chr9	36583623	36589649	+	hsa_circ_0087029	6026	203	K562, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014791	MELK	Salzman2013
chr17	20910208	20910300	-	hsa_circ_0042457	92	92	Hepg2, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015276	USP22	Salzman2013
chr2	32668558	32730272	+	hsa_circ_0053631	61714	5462	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016252	BIRC6	Salzman2013
chr22	34022227	34046654	-	hsa_circ_0063016	24427	385	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004737	LARGE	Salzman2013
chr18	2762102	2763787	+	hsa_circ_0046740	1685	285	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015295	SMCHD1	Salzman2013
chr10	4872866	4878001	+	hsa_circ_0017519	5135	420	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001040177	AKR1E2	Salzman2013
chr1	161761197	161762117	+	hsa_circ_0015022	920	334	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007348	ATF6	Salzman2013
chr6	83865669	83868341	+	hsa_circ_0077205	2672	346	Huvec	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001199942	DOPEY1	Salzman2013
chr1	22161171	22170792	-	hsa_circ_0010616	9621	2256	Huvec, Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005529	HSPG2	Salzman2013
chr10	120450776	120454742	-	hsa_circ_0020131	3966	229	Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_153810	C10orf46	Salzman2013
chr1	22174450	22178419	-	hsa_circ_0010692	3969	1003	Huvec, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005529	HSPG2	Salzman2013
chr3	179437727	179460138	+	hsa_circ_0068112	22411	729	Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003940	USP13	Salzman2013
chr16	57794637	57794867	-	hsa_circ_0039598	230	230	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001130100	KIFC3	Salzman2013
chr19	50170278	50177173	+	hsa_circ_0051932	6895	811	Hepg2, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001040668	BCL2L12	Salzman2013
chr1	207941123	207943707	+	hsa_circ_0016304	2584	87	Hepg2	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002389	CD46	Salzman2013
chr11	57259063	57268328	-	hsa_circ_0022152	9265	666	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003627	SLC43A1	Salzman2013
chr3	132175344	132203516	+	hsa_circ_0067363	28172	2168	Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015268	DNAJC13	Salzman2013
chr14	70245970	70246161	+	hsa_circ_0000550	191	191	cd_19	None	ANTISENSE, CDS, coding, INTERNAL, intronic	NM_003049	SLC10A1	Memczak2013
chr1	35859195	35859340	+	hsa_circ_0011557	145	145	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005095	ZMYM4	Salzman2013
chr2	63609040	63661070	-	hsa_circ_0054925	52030	991	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015910	WDPCP	Salzman2013
chr6	169621524	169633112	-	hsa_circ_0078706	11588	1720	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003247	THBS2	Salzman2013
chr19	10478730	10479094	-	hsa_circ_0049249	364	272	K562, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003331	TYK2	Salzman2013
chr4	79366675	79369470	+	hsa_circ_0070169	2795	609	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_025074	FRAS1	Salzman2013
chr15	89843030	89847146	+	hsa_circ_0036710	4116	422	H1hesc, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001113378	FANCI	Salzman2013
chr12	102301963	102308010	+	hsa_circ_0000431	6047	237	cd_34, neutr, Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018370	DRAM1	Jeck2013, Memczak2013, Salzman2013
chr13	97927885	97928663	+	hsa_circ_0030638	778	778	Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_144778	MBNL2	Salzman2013
chr7	96318078	96318278	-	hsa_circ_0081189	200	200	K562	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_006304	SHFM1	Salzman2013
chr9	134004665	134049705	+	hsa_circ_0089146	45040	2764	Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_005085	NUP214	Salzman2013
chr13	111121563	111165373	+	hsa_circ_0030873	43810	3879	Huvec	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001846	COL4A2	Salzman2013
chr20	35288739	35299800	-	hsa_circ_0007094	11061	327	Hs68_RNase, Hs68_control, Nhek, Hepg2, H1hesc, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032013	NDRG3	Jeck2013, Salzman2013
chr1	204086249	204086835	+	hsa_circ_0016124	586	184	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005686	SOX13	Salzman2013
chr2	44128458	44171033	-	hsa_circ_0054337	42575	1273	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_133259	LRPPRC	Salzman2013
chr19	40953690	40953953	-	hsa_circ_0051092	263	263	K562, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_000713	BLVRB	Salzman2013
chr3	10342614	10346840	-	hsa_circ_0064276	4226	715	Nhek	NA	ANNOTATED, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_024272	SEC13	Salzman2013
chr9	134457991	134505711	-	hsa_circ_0089247	47720	2354	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_198679	RAPGEF1	Salzman2013
chr12	438000	442815	-	hsa_circ_0024939	4815	478	Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001042603	KDM5A	Salzman2013
chr8	124204042	124206388	+	hsa_circ_0085448	2346	293	Nhek, K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032899	FAM83A	Salzman2013
chr9	95500310	95500614	-	hsa_circ_0001874	304	304	cd_19	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_001003800	BICD2	Memczak2013
chr1	27056141	27056354	+	hsa_circ_0011011	213	213	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006015	ARID1A	Salzman2013
chr2	128870657	128878872	+	hsa_circ_0056412	8215	552	Nhek	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVEXON	NR_027671	UGGT1	Salzman2013
chr20	44751248	44751395	+	hsa_circ_0060573	147	147	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001250	CD40	Salzman2013
chr2	32667391	32703886	+	hsa_circ_0053622	36495	3146	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016252	BIRC6	Salzman2013
chr14	76184203	76201632	+	hsa_circ_0032710	17429	541	H1hesc, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015072	TTLL5	Salzman2013
chr7	154774928	154785479	-	hsa_circ_0083077	10551	222	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_007349	PAXIP1	Salzman2013
chr22	41738532	41739580	+	hsa_circ_0001236	1048	262	cd_19, Hs68_RNase, Hs68_control	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017590	ZC3H7B	Jeck2013, Memczak2013
chr1	32050486	32050637	+	hsa_circ_0011296	151	151	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_022164	TINAGL1	Salzman2013
chr12	29904598	29911710	-	hsa_circ_0025767	7112	458	Nhek, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Nhlf, Mcf7	LINE	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_175861	TMTC1	Salzman2013
chr7	77210743	77230123	+	hsa_circ_0007411	19380	487	Hs68_RNase, Hs68_control, Nhek, K562, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002835	PTPN12	Jeck2013, Salzman2013
chr9	113767744	113773970	-	hsa_circ_0008476	6226	6226	Hs68_RNase, Hs68_control	LINE, SINE	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_057159	LPAR1	Jeck2013
chr1	22161171	22211170	-	hsa_circ_0010625	49999	9216	Huvec	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVERLAPTX, OVEXON	NM_005529	HSPG2	Salzman2013
chr3	134872993	134898824	+	hsa_circ_0067449	25831	585	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004441	EPHB1	Salzman2013
chr19	17777458	17786850	-	hsa_circ_0050032	9392	501	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001080421	UNC13A	Salzman2013
chr19	4251023	4267771	+	hsa_circ_0048589	16748	734	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018074	CCDC94	Salzman2013
chr1	17907047	18024370	+	hsa_circ_0010220	117323	4378	Helas3, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_018125	ARHGEF10L	Salzman2013
chr5	61604135	61669664	+	hsa_circ_0072592	65529	1936	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001243952	KIF2A	Salzman2013
chr1	236189195	236201553	-	hsa_circ_0017108	12358	849	Gm12878, Bj, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002508	NID1	Salzman2013
chr7	36901263	37172839	-	hsa_circ_0079880	271576	897	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001206482	ELMO1	Salzman2013
chr5	154200819	154202137	-	hsa_circ_0074716	1318	273	K562, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_032385	C5orf4	Salzman2013
chr2	27353624	27354699	-	hsa_circ_0053136	1075	912	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_013388	PREB	Salzman2013
chr19	3979805	3985461	-	hsa_circ_0048566	5656	1688	H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001961	EEF2	Salzman2013
chr4	123854593	124177335	+	hsa_circ_0070880	322742	2059	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_145207	SPATA5	Salzman2013
chr9	119114984	119116072	+	hsa_circ_0088253	1088	383	Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002581	PAPPA	Salzman2013
chr7	106245624	106256217	-	hsa_circ_0008441	10593	5380	Hs68_RNase, Hs68_control	SINE	ALT_DONOR, INTERNAL, intronic, ncRNA, OVEXON	TCONS_00013221	TCONS_00013221	Jeck2013
chr10	103699619	103785005	-	hsa_circ_0019631	85386	1367	Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024541	C10orf76	Salzman2013
chr10	79764473	79773548	-	hsa_circ_0018956	9075	816	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_007055	POLR3A	Salzman2013
chr15	53957768	53994551	-	hsa_circ_0035353	36783	614	A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_182758	WDR72	Salzman2013
chr2	42883339	42887002	+	hsa_circ_0054267	3663	203	Gm12878, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020744	MTA3	Salzman2013
chr10	80835331	80835349	-	hsa_circ_0008379	18	18	Hs68_RNase, Hs68_control	Simple_repeat	ANTISENSE, coding, INTERNAL, intronic	NM_020338	ZMIZ1	Jeck2013
chr10	11997230	12006124	-	hsa_circ_0017709	8894	783	Bj, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_080599	UPF2	Salzman2013
chr15	83205503	83207122	-	hsa_circ_0036571	1619	195	Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhlf, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001199057	RPS17L	Salzman2013
chr4	20493383	20512760	+	hsa_circ_0008407	19377	283	Hs68_RNase, Hs68_control, Huvec, Ag04450	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004787	SLIT2	Jeck2013, Salzman2013
chr20	61485367	61491660	-	hsa_circ_0004926	6293	733	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006602	TCFL5	Jeck2013, Salzman2013
chr7	149479269	149523910	+	hsa_circ_0082880	44641	12955	Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_198455	SSPO	Salzman2013
chr9	126202638	126641300	-	hsa_circ_0088436	438662	1471	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_020946	DENND1A	Salzman2013
chr9	86284099	86293514	-	hsa_circ_0087352	9415	537	Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013438	UBQLN1	Salzman2013
chr11	17428900	17464859	-	hsa_circ_0021406	35959	1588	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000352	ABCC8	Salzman2013
chr17	74730196	74732546	-	hsa_circ_0045831	2350	2350	Huvec, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_003016	SRSF2	Salzman2013
chr1	12183340	12183884	+	hsa_circ_0009941	544	207	Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001243	TNFRSF8	Salzman2013
chr4	42003632	42069209	+	hsa_circ_0069593	65577	1143	K562	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006345	SLC30A9	Salzman2013
chr3	179310431	179319578	-	hsa_circ_0005292	9147	385	Hs68_RNase, Hs68_control, K562, Helas3, Gm12878, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020409	MRPL47	Jeck2013, Salzman2013
chr1	11147504	11147967	-	hsa_circ_0009770	463	255	Huvec	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001001998	EXOSC10	Salzman2013
chr5	43122140	43162033	+	hsa_circ_0001479	39893	967	cd_34, K562	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_003432	ZNF131	Memczak2013, Salzman2013
chrX	138870350	138908982	-	hsa_circ_0091655	38632	1493	Nhlf	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_173694	ATP11C	Salzman2013
chr3	33644443	33686395	-	hsa_circ_0064777	41952	1212	Nhek, K562, Huvec, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015097	CLASP2	Salzman2013
chr12	11199618	11324224	-	hsa_circ_0025464	124606	373	Bj	LTR	ANNOTATED, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_037918	PRH1-PRR4	Salzman2013
chr11	34107610	34113603	+	hsa_circ_0000287	5993	739	cd_34, K562, Hepg2	None	ANNOTATED, CDS, coding, INTERNAL	NM_005898	CAPRIN1	Memczak2013, Salzman2013
chr10	21101697	21309130	-	hsa_circ_0017931	207433	365	Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_213569	NEBL	Salzman2013
chr15	42730809	42734612	-	hsa_circ_0034817	3803	1179	H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_022473	ZFP106	Salzman2013
chr11	33360302	33363232	+	hsa_circ_0021604	2930	556	K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005734	HIPK3	Salzman2013
chr3	196537460	196554204	+	hsa_circ_0068666	16744	779	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_002577	PAK2	Salzman2013
chr7	22459062	22539901	-	hsa_circ_0079560	80839	1298	K562	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_207342	STEAP1B	Salzman2013
chr11	64875274	64878075	+	hsa_circ_0022761	2801	1495	Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013265	C11orf2	Salzman2013
chr19	5214371	5218543	-	hsa_circ_0048733	4172	679	Hepg2, Helas3, H1hesc, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002850	PTPRS	Salzman2013
chr12	20769163	20787990	+	hsa_circ_0025570	18827	732	Hepg2, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000921	PDE3A	Salzman2013
chr1	151534193	151546874	+	hsa_circ_0014180	12681	1036	A549	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	NM_020127	TUFT1	Salzman2013
chr22	22024201	22026670	+	hsa_circ_0062425	2469	211	Huvec, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014337	PPIL2	Salzman2013
chr1	180651495	180843078	+	hsa_circ_0015511	191583	1739	Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_004736	XPR1	Salzman2013
