smiles,dose,freq,treatment_time,target_binding,immune_activation,immune_cell_activation,inflammation_risk,toxicity_risk,efficacy
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,126.408,0.92,9378.2,0.7724,0.6767,0.5144,0.2078,0.1164,0.7729
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,182.611,0.3019,1552.8,0.9228,0.326,0.2792,0.2457,0.5084,0.7871
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,8.706,0.9391,3126.7,0.9938,0.5295,0.3633,0.2418,0.1369,0.6657
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,54.936,0.9752,1602.4,0.6081,0.3696,0.2996,0.0294,0.0907,0.5318
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,702.847,0.3569,1734.7,0.1226,0.4094,0.407,0.0582,0.2344,0.4505
N.N.[Pt]=O,70.817,0.298,1611.1,0.4006,0.3508,0.3511,0.1352,0.2533,0.3742
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,219.794,0.354,1295.9,0.7793,0.4238,0.358,0.2489,0.453,0.6789
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,8.346,1.0573,2582.9,0.9978,0.5218,0.5005,0.3072,0.146,0.7066
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,80.426,2.1625,2861.9,0.9198,0.4437,0.4182,0.0929,0.0837,0.8775
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,318.475,0.7674,2818.1,0.8853,0.3339,0.2457,0.0333,0.1303,0.7687
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,223.013,1.0527,8360.6,0.7921,0.3963,0.3469,0.3809,0.2086,0.8144
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,236.664,0.3249,2287.4,0.8778,0.7459,0.6041,0.2353,0.1425,0.7678
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,157.804,1.0798,3281.2,0.8989,0.3533,0.2517,0.185,0.0884,0.7375
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1474.685,0.9629,2791.8,0.9896,0.5013,0.4053,0.3089,0.1329,0.8347
N.N.[Pt]=O,40.64,0.3234,1580.3,0.4249,0.3422,0.4202,0.1606,0.1159,0.3769
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2036.852,1.9572,3251.7,0.5483,0.5886,0.4883,0.2683,0.1341,0.7372
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,158.713,2.005,3692.0,0.9825,0.5465,0.3737,0.0288,0.1428,0.8836
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.843,0.9995,4345.3,0.9936,0.0682,0.1047,0.0801,0.0774,0.6625
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,2.013,0.9006,4375.6,1.0,0.5213,0.3954,0.1008,0.4615,0.6597
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,28.818,1.0388,1487.8,0.8683,0.4344,0.3167,0.1454,0.2033,0.6652
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,141.274,0.9023,2691.6,0.8905,0.3642,0.3486,0.1414,0.094,0.811
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,697.397,0.781,2495.3,0.9181,0.3702,0.3202,0.046,0.3078,0.84
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2672.437,1.9451,2465.0,0.5401,0.3689,0.2757,0.2131,0.1223,0.7672
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,627.336,1.0543,2723.6,0.9278,0.4403,0.4117,0.5233,0.3978,0.9112
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,5.225,1.0998,3136.7,0.9715,0.3525,0.361,0.1526,0.0796,0.6723
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1481.058,0.6823,1553.3,0.9468,0.5287,0.4234,0.0943,0.1303,0.8265
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,15.524,0.9231,1503.5,0.8913,0.4033,0.486,0.0612,0.0834,0.5874
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.978,0.9126,4927.5,1.0,0.2738,0.274,0.1374,0.0816,0.6656
N.N.[Pt]=O,164.662,0.3481,1413.8,0.4174,0.3653,0.2602,0.2877,0.4834,0.5643
O=C1OC2NC(=O)NC2C1O.[Pt],667.305,0.3328,1358.0,0.3043,0.4477,0.3519,0.1216,0.1901,0.4928
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,207.445,0.3575,1491.5,0.9968,0.3831,0.3382,0.2893,0.4769,0.7997
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,627.431,0.6783,3153.9,0.9123,0.4222,0.5425,0.0935,0.2896,0.8293
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,129.53,1.8297,3214.0,0.9356,0.5946,0.453,0.2246,0.1845,0.8438
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,151.74,0.9981,2706.7,0.9532,0.4515,0.3972,0.1767,0.1024,0.835
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,1.347,1.0555,4342.9,1.0,0.2607,0.1993,0.0602,0.034,0.6776
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,282.134,1.9974,2784.8,0.9362,0.3546,0.3471,0.1426,0.0664,0.9316
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,145.633,1.95,2880.1,0.9604,0.4137,0.4203,0.0751,0.0315,0.9352
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,21.743,1.0662,2769.2,1.0,0.489,0.4498,0.4113,0.2852,0.7652
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,66.817,0.3517,1428.4,0.8215,0.4007,0.3336,0.1971,0.2865,0.7503
O=C1OC2NC(=O)NC2C1O.[Pt],1311.086,0.3165,1569.5,0.3841,0.4381,0.3173,0.1263,0.3009,0.4863
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.892,1.0501,3786.1,1.0,0.5681,0.4503,0.1221,0.2003,0.6484
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,301.626,0.7012,2790.2,0.9097,0.431,0.4513,0.0402,0.1825,0.7627
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,9.632,1.0575,4383.7,0.5293,0.3999,0.3288,0.0277,0.0372,0.4881
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.135,0.9235,3749.5,1.0,0.2362,0.2687,0.0924,0.0468,0.6893
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,81.978,0.3032,1443.1,0.8923,0.4835,0.419,0.119,0.075,0.7534
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1300.72,0.7341,2511.1,0.8789,0.5426,0.4371,0.1321,0.5854,0.8107
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.822,1.0163,3700.2,1.0,0.1102,0.1143,0.1424,0.0333,0.6896
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,100.044,0.9315,1366.9,0.6023,0.4126,0.4523,0.1543,0.1984,0.6032
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.988,0.9512,4778.7,0.9933,0.4305,0.2899,0.1155,0.2109,0.7303
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,148.321,0.685,2658.2,0.8877,0.436,0.3728,0.1126,0.259,0.8089
O=C1OC2NC(=O)NC2C1O.[Pt],290.241,0.2989,1311.2,0.2842,0.4307,0.4227,0.0174,0.1083,0.5129
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,9.117,0.9563,4052.5,0.5842,0.2419,0.3186,0.0387,0.0023,0.4613
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,3.036,0.6863,1557.8,0.9822,0.3387,0.3077,0.2254,0.3101,0.6456
O=C1OC2NC(=O)NC2C1O.[Pt],1176.643,0.3275,1440.2,0.2851,0.3115,0.2334,0.1455,0.3818,0.4949
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,123.247,0.7387,2580.3,0.87,0.5607,0.5797,0.0316,0.2427,0.7576
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,100.413,0.3306,1294.4,0.9471,0.4619,0.4635,0.163,0.2477,0.6589
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.926,0.9551,3802.9,1.0,0.5325,0.3799,0.0827,0.212,0.6572
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,13.16,0.9993,4863.3,1.0,0.2716,0.2536,0.0,0.0265,0.6687
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1163.708,1.0601,3199.9,0.941,0.5404,0.4718,0.3036,0.1133,0.8584
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1490.452,0.6377,1554.2,0.9035,0.4402,0.2843,0.0632,0.181,0.746
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,21.873,0.9562,3010.1,0.9309,0.3779,0.3051,0.4488,0.2436,0.7834
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1294.326,0.6803,1423.4,0.8722,0.3517,0.2499,0.0982,0.1955,0.809
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,351.195,2.1928,4675.3,0.9232,0.4127,0.3888,0.0877,0.1865,0.9353
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,201.546,1.0331,1449.2,0.5861,0.3877,0.4497,0.1756,0.4314,0.6454
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,54.039,0.3524,1311.3,0.8133,0.4103,0.4092,0.1058,0.0956,0.5767
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,462.421,0.0362,4921.8,0.9451,0.3469,0.2509,0.0365,0.0497,0.893
N.N.[Pt]=O,86.862,0.2978,1700.5,0.4196,0.5007,0.3925,0.1843,0.2401,0.4745
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,359.862,0.9741,2465.4,0.9523,0.3451,0.1889,0.353,0.2205,0.8444
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,21.239,1.0111,4445.0,1.0,0.1959,0.1093,0.0945,0.0043,0.725
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,592.978,1.8053,4302.8,0.9926,0.3659,0.2383,0.0963,0.3604,0.9696
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1495.004,0.9252,2787.1,0.947,0.5159,0.3866,0.3074,0.1051,0.8712
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,150.314,1.8993,3085.2,0.9126,0.4702,0.4893,0.0662,0.0668,0.8688
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.014,1.0987,4914.5,1.0,0.3008,0.3363,0.1169,0.0499,0.6608
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,95.878,0.3514,1535.1,1.0,0.3555,0.4012,0.2385,0.2589,0.6744
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,11.788,1.024,3298.1,0.9686,0.4081,0.411,0.2872,0.1701,0.6809
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,90.098,0.3367,1299.1,0.7854,0.3028,0.2882,0.0853,0.1983,0.5544
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1262.475,0.6049,1639.0,0.902,0.6775,0.5332,0.09,0.1899,0.7699
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,54.773,1.0877,1550.2,0.6086,0.4564,0.5016,0.0473,0.0904,0.5158
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,53.778,0.3069,1428.6,0.8229,0.4092,0.3723,0.2097,0.3279,0.5479
O=C1OC2NC(=O)NC2C1O.[Pt],621.312,0.332,1669.7,0.3037,0.5444,0.4821,0.1121,0.1905,0.5892
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,16.295,0.9808,1500.3,0.9231,0.4889,0.4154,0.0378,0.089,0.5831
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,51.585,0.3625,1392.0,0.9615,0.3651,0.3216,0.0723,0.0944,0.657
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,618.431,0.9193,2861.9,0.9571,0.5049,0.558,0.5695,0.3859,0.8656
N.N.[Pt]=O,78.858,0.3401,1627.1,0.438,0.5552,0.546,0.2191,0.2139,0.4387
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,634.934,0.7766,3165.5,0.9231,0.5855,0.4963,0.077,0.2918,0.9624
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.425,0.974,4213.2,0.9613,0.1762,0.1572,0.1751,0.0763,0.7139
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,5.419,1.03,3204.1,0.9903,0.3574,0.259,0.1515,0.0626,0.6451
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,503.755,1.0026,8306.4,0.7766,0.3875,0.4497,0.5722,0.4478,0.8175
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,201.482,0.3183,1544.4,0.9474,0.6046,0.4666,0.0968,0.2046,0.7611
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,58.311,0.9252,1288.9,0.9226,0.5373,0.5289,0.1367,0.4221,0.6492
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,113.961,1.0676,1569.4,0.6308,0.5085,0.4812,0.1492,0.2406,0.5571
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,184.978,0.2984,1736.1,0.7803,0.3888,0.378,0.2386,0.4587,0.6895
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,619.606,1.0898,2905.4,0.9173,0.5052,0.3744,0.5956,0.4274,0.8223
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,199.967,1.0091,8579.7,0.8024,0.4074,0.5015,0.416,0.2056,0.7941
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,45.672,0.3083,1459.5,1.0,0.413,0.4872,0.0928,0.0887,0.6662
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,2595.257,0.9603,2523.5,0.8788,0.4254,0.4447,0.3608,0.2549,0.8173
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.965,1.0751,4040.1,0.9752,0.1061,0.0903,0.0932,0.064,0.6775
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,708.021,0.7408,3226.0,0.9646,0.4187,0.4502,0.14,0.2827,0.8981
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,277.037,2.0643,2959.6,0.9365,0.3738,0.3787,0.3595,0.3658,0.8433
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,46.48,0.2982,1512.6,0.7396,0.4654,0.5188,0.0269,0.0983,0.6022
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,1.338,0.9993,4275.6,0.9985,0.1587,0.126,0.0847,0.0726,0.6909
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2226.435,2.0,2470.5,0.4897,0.585,0.6156,0.2555,0.1349,0.7343
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,420.255,0.3228,2283.4,0.8802,0.6511,0.5741,0.36,0.2723,0.7578
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.152,0.6429,1320.7,0.9824,0.4427,0.4541,0.1488,0.1371,0.5936
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.979,0.9818,3784.4,1.0,0.4255,0.3223,0.0611,0.0564,0.6369
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,150.668,1.8233,4682.4,0.9534,0.4102,0.343,0.025,0.0717,0.8967
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,572.114,0.6804,1342.3,0.8947,0.3301,0.3301,0.0103,0.0743,0.7917
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,49.993,1.0287,4903.2,0.9781,0.2977,0.2481,0.1495,0.1162,0.8308
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,13.114,0.9683,4709.5,1.0,0.1974,0.1517,0.089,0.0511,0.7179
N.N.[Pt]=O,162.907,0.3359,1365.0,0.4537,0.4198,0.4795,0.2919,0.5457,0.518
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,169.194,0.355,1311.2,0.877,0.4893,0.4137,0.1694,0.1892,0.7705
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.653,1.0984,4967.3,0.9947,0.3097,0.2867,0.1539,0.0898,0.7579
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,174.663,2.0074,2841.7,0.949,0.3865,0.4501,0.188,0.1273,0.9404
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.14,1.0998,3962.2,1.0,0.2785,0.2043,0.128,0.0683,0.6817
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,316.136,1.8109,2889.8,0.929,0.4061,0.3166,0.1262,0.0773,0.8648
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1352.389,0.696,1400.4,0.9196,0.4845,0.4556,0.1134,0.1804,0.8047
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,29.662,1.0044,4851.1,1.0,0.1733,0.2702,0.1288,0.0676,0.7702
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,592.977,2.1548,2477.7,0.93,0.4681,0.4567,0.2235,0.1612,0.9603
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,162.037,1.0519,2525.7,0.8848,0.384,0.4102,0.146,0.1142,0.7744
O=C1OC2NC(=O)NC2C1O.[Pt],556.117,0.3603,1677.5,0.2777,0.4429,0.4934,0.0972,0.1871,0.5684
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1243.933,0.3061,1482.8,0.1358,0.5057,0.4211,0.1222,0.4932,0.3757
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.881,0.9417,4067.1,0.9707,0.3494,0.1973,0.1268,0.2243,0.6904
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,93.084,0.9621,1480.3,0.517,0.5071,0.5196,0.1164,0.1915,0.5205
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,305.229,0.7341,2928.7,0.9329,0.4585,0.3103,0.0352,0.1527,0.8197
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,1.101,1.0876,3793.9,0.9738,0.3733,0.4623,0.0876,0.2408,0.7694
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,357.07,1.9873,2541.2,0.896,0.4917,0.4308,0.1921,0.1127,0.9745
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,382.988,0.3576,1627.8,0.8956,0.4354,0.4524,0.2828,0.4263,0.8299
O=C1OC2NC(=O)NC2C1O.[Pt],296.513,0.3464,1510.5,0.2823,0.4177,0.4588,0.0251,0.1261,0.5141
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,653.927,0.9612,2787.9,0.9471,0.4797,0.3142,0.562,0.4125,0.8647
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,2409.193,0.6772,1584.3,0.9399,0.4609,0.3495,0.1487,0.3752,0.7426
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,583.153,2.1939,4907.3,0.9271,0.4948,0.5352,0.1403,0.3567,0.9375
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.857,0.9305,4563.0,1.0,0.2206,0.1592,0.1429,0.1259,0.6906
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,85.132,0.3099,1574.2,0.7694,0.3526,0.3085,0.184,0.1894,0.5518
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,19.603,0.9742,4873.1,0.5655,0.2784,0.2883,0.0212,0.0244,0.5543
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.44,0.9252,3790.9,1.0,0.2238,0.1942,0.1633,0.0403,0.6597
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,306.067,0.3471,1645.0,0.1188,0.3382,0.3493,0.059,0.1467,0.3449
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,231.975,0.7099,3290.4,0.9214,0.5006,0.4097,0.0604,0.5096,0.7846
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,27.316,1.0099,1227.1,0.9364,0.5803,0.4656,0.0574,0.2172,0.6728
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,151.902,2.0862,4483.4,0.901,0.4715,0.3995,0.0659,0.0932,0.795
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,357.203,2.0147,4617.6,0.9439,0.334,0.3079,0.0517,0.1562,0.9211
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,108.087,1.0409,1387.2,0.5828,0.3968,0.4311,0.0991,0.1939,0.5583
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,235.483,1.0415,9619.8,0.7997,0.3391,0.2386,0.4877,0.2086,0.7432
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,442.01,1.0375,8283.4,0.8754,0.4662,0.4037,0.5904,0.4528,0.8233
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.584,1.0774,2978.0,0.9478,0.3506,0.3037,0.2792,0.1482,0.6171
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,104.03,0.3135,2297.1,0.9073,0.6359,0.5044,0.0736,0.1099,0.7122
